,	CH	OTH
hắt_hơi	V	I-TG

đột_ngột	N	B-TC
mắc	V	I-TC
tiểu	V	I-TC
không	R	OTH
nhịn	V	OTH
được	R	OTH
,	CH	OTH
khó	A	OTH
kiểm_soát	V	OTH

triệu_chứng	N	OTH
tim_mạch	N	OTH
:	CH	OTH
hồi_hộp	V	B-TC
,	CH	OTH
đánh_trống_ngực	V	B-TC
,	CH	OTH
nhịp	N	B-TC
tim	N	I-TC
nhanh	A	I-TC
,	CH	OTH
…	CH	OTH

cảm_giác	N	B-TC
đau	V	I-TC
cổ_họng	N	I-TC
hoặc	Cc	OTH
luôn	R	OTH
cảm_giác	V	B-TC
cổ_họng	N	I-TC
bị	V	I-TC
vướng	V	I-TC

mệt	A	B-TC
hoặc	Cc	OTH
căng_thẳng	A	B-TC
,	CH	OTH
trí_nhớ	N	B-TCTL
giảm_sút	V	I-TCTL
,	CH	OTH
bị	V	B-TC
táo_bón	N	I-TC
,	CH	OTH
da	N	B-TC
khô	A	I-TC
,	CH	OTH
cảm_thấy	V	B-TC
lạnh	A	I-TC

khi	N	OTH
bướu	N	OTH
lớn	A	OTH
hơn	A	OTH
,	CH	OTH
bệnh_nhân	N	OTH
có_thể	R	OTH
cảm_nhận	V	OTH
được	R	OTH
cục	Nc	OTH
u	N	OTH
cứng	A	OTH
và	Cc	OTH
cổ	A	B-TC
bị	V	I-TC
bành	V	I-TC
ra	R	I-TC

bướu	N	OTH
dưới	E	OTH
lưỡi	N	OTH
:	CH	OTH
gặp	V	OTH
ở	E	OTH
phụ_nữ	N	OTH
,	CH	OTH
ở	E	OTH
đáy	N	OTH
lưỡi	N	OTH
làm	V	OTH
cho	E	OTH
khó	A	B-TC
nhai	V	I-TC
,	CH	OTH
khó	A	B-TC
nuốt	V	I-TC
và	Cc	OTH
khó	A	B-TC
nói	V	I-TC
