#			M	OTH
#			CH	OTH
và			Cc	OTH
dai_dẳng		A	OTH

gầy			N	B-TC
sút			V	I-TC
:			CH	OTH
sụt			V	B-TC
cân			N	I-TC
nhanh			A	OTH
,			CH	OTH
đôi			M	OTH
khi			N	OTH
không			R	OTH
kèm			V	OTH
biếng			V	OTH
ăn			V	OTH
nhưng			C	OTH
cơ_thể			N	OTH
lại			R	OTH
gầy			V	OTH
nhanh_chóng		A	OTH
,			CH	OTH
đây			P	OTH
là			V	OTH
triệu_chứng		N	OTH
quan_trọng		A	OTH

sốt			N	B-TC
nhẹ			A	I-TC
về			E	B-TG
chiều			N	I-TC
:			CH	OTH
sốt			V	OTH
không			R	OTH
đều			A	OTH
,			CH	OTH
thường			R	OTH
tăng			V	OTH
dần			R	OTH
khi			N	OTH
về			V	OTH
chiều			N	OTH

ra			V	B-TC
mồ_hôi			N	I-TC
“			CH	OTH
trộm			V	I-TC
”			M	OTH
ban_đêm			N	B-TG

đau			V	B-TC
ngực			N	I-TC
:			CH	OTH
đau			V	OTH
âm_ỉ			A	OTH
hoặc			Cc	OTH
đột_ngột		A	OTH
nhói			A	OTH
đau			V	OTH
tăng			V	OTH
lên			V	OTH
khi			N	OTH
hít			V	OTH
sâu			A	OTH
,			CH	OTH
khi			N	OTH
ho			V	OTH
hoặc			Cc	OTH
khi			N	OTH
cử_động			N	OTH
mạnh			A	OTH

khó			A	B-TC
thở			V	I-TC

